"","anio","producto","IHH"
"280",2023,"PAPA CAPIRA",0.0875207855313956
"281",2023,"PAPA CRIOLLA",0.17928271398491
"282",2023,"PAPA NEVADA",0.317883843506944
"283",2023,"PAPA R-12",0.24002926681303
"284",2023,"PAPA SUPERIOR",0.273242630385488
"285",2023,"PAPA ÚNICA",1
"286",2023,"PAPAS NEGRAS OTRAS",0.915256619581087
"287",2023,"PLÁTANO GUINEO",0.0891419278342846
"288",2023,"PLÁTANO HARTÓN VERDE",0.0700153462092984
"289",2023,"PLÁTANOS OTROS",0.127740154041499
"290",2023,"REPOLLO",0.322358368953529
"291",2023,"TOMATE CHONTO",0.123205802268362
"292",2023,"TOMATE LARGA VIDA",0.386026155265353
"293",2023,"TOMATE RIOGRANDE",0.537912203318631
"294",2023,"TOMATES OTROS",0.479972301375338
"295",2023,"YUCA",0.822116446255691
"296",2023,"ZANAHORIA",0.323247879127463
